UPC,LONG PRODUCT DESCRIPTION,BC CATEGORY,BC SUB CATEGORY,BC SEGMENT,RANDOM WEIGHT,BRAND OWNER HIGH,BASE SIZE,HW ORGANIC,PACK SIZE
089934000125,FV STR CPLN ONN WHL TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,DAN GRAIFF FARMS LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201078105090,CTL BR YLW ONN WHL 1 CT,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
537582854410,MLTP VL YLW SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007582811542,UNDN YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,MULTIPLE BRANDS,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360007,PRDC ELC ID YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200918919171,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081100902188,WHT ONN JMB SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002630360151,G & R FRM VDL ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804658,MLTP VL WHT BLNG ONN SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200351926276,CTL BR ONN SLCD TUB 7 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100025,SWTL FRM VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,GEORGIA AGRI SALES INC.,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088194580035,HVNL SWT BTS RED ONN DCD TRY 7 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,FRESH CUT PRODUCE LLC,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201842125824,CTL BR SHLT WHL MLDD TRY 3 OZ,ONIONS,SHALLOT,WHOLE,NO,PRIVATE LABEL,3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001220600005,76 BRN YLW BLNG ONN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,OSWEGO GROWERS & SHIPPERS INC.,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088361600212,FRNT FRS WHT ONN WHL BAG 48 OZ,ONIONS,WHITE,WHOLE,NO,FRONTERA PRODUCE LTD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071752433313,DEL MNT YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,FRESH DEL MONTE PRODUCE INC,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004069601203,ALL AMR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,HORTON FRUIT CO INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567796110,PR & SNS FRM SWT ONN ORGN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
427582863582,MLTP VL RED ONN ORGN WHL PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
085750200538,CHRY BST YLW ONN PRMS LBS WHL TRY IN BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,NICKEY GREGORY COMPANY INC,1 COUNT,ORGANIC,NOT APPLICABLE
068896201705,RWL BRN GRN ONN SLCD MLDD TRY 5 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,WALTER P. RAWL & SONS INC,5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
065951300055,CHRL RED ONN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,CHARLES JOHNSON CO.,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201823498752,CTL BR ONN WHL BAG 32 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201898542592,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
089520300174,ORGN GRL GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,ORGANICGIRL PRODUCE LLC,5.5 OUNCE,ORGANIC,NOT APPLICABLE
004525514841,MLSS GLD BLR ONN WHL MLDD TRY 7 OZ,ONIONS,YELLOW,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201413303300,CTL BR YLW ONN ORGN CRTF ORGN BY PRMS LBS WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,ORGANIC,NOT APPLICABLE
003338360051,PRDC ELC ID WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100132,VDL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360202,PRDC ELC ID YLW ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
202029068294,CTL BR RED ONN WHL 16 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003784202520,FRDS RED PRL ONN WHL MLDD TRY 8 OZ,ONIONS,PEARL,WHOLE,NO,"FRIEDA'S, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
079563133549,RS DVS WHL WHT ONN BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,RUSS DAVIS WHOLESALE INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085735900238,SWT ONN BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085263400304,BIG ONN RED WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,"TORREY FARMS, INC.",32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894166,MLTP VL SWT ONN ORGN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
071894000064,GRLN SHLT WHL BAG ON CRD 3 OZ,ONIONS,SHALLOT,WHOLE,NO,GARLAND CORPORATION,3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867328,ONN SLCD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200258078724,CTL BR RED ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582893906,MLTP VL WHT ONN WHL PLD SNGL VGTB WRP 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
003784204635,FRDS GLD BLR ONN WHL BAG 8 OZ,ONIONS,YELLOW,WHOLE,NO,"FRIEDA'S, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200055185411,CTL BR RED ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085312000320,WHT ONN WHL BAG 48 OZ,ONIONS,WHITE,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
073571800015,RIO FRS SWT ONN WHL BAG 160 OZ,ONIONS,SWEET,WHOLE,NO,RIO FRESH,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804660,MLTP VL PRL ONN SNGL VGTB 1 CT,ONIONS,PEARL,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
517582810333,WHT ONN CHPD ORGN SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,ORGANIC,NOT APPLICABLE
201993547776,CTL BR ONN CHPD MLDD TRY 7 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,7 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582894669,MLTP VL ONN ORGN SNGL VGTB 16 OZ,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
517582826007,VDL ONN SNGL VGTB 48 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
507582813411,RED ONN ORGN JMB SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,ORGANIC,NOT APPLICABLE
517582898573,YLW SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088705100002,CRSC FRT & VGT YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,CRESCENT FRUIT & VEGETABLE,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201874025478,CTL BR GRN ONN WHL 1 CT,ONIONS,GREEN,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
089940500211,VDL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894082,MLTP VL RED ONN ORGN SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
003338360032,PRDC ELC ID VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,ORGANIC,NOT APPLICABLE
201868958721,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500120,MLTP VL SWT ONN SNGL VGTB BAG 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
088567761010,PR & SNS FRM WHT ONN WHL MDM BAG IN SLV 32 OZ,ONIONS,WHITE,WHOLE,NO,PERI & SONS FARMS INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
517582824308,WHT ONN LRG SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
070512360003,VNSN FRM YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,VANSINGEL FARMS,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582894539,GRN ONN BNCH SNGL VGTB 1 CT,ONIONS,GREEN,BUNCH,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
317582894660,MLTP VL PRL ONN ORGN SNGL VGTB 1 CT,ONIONS,PEARL,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
085955500103,RL SWT VDL ONN WHL BAG 80 OZ,ONIONS,SWEET,WHOLE,NO,SHUMAN PRODUCE INC,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068089460500,EVRK GRN ONN BNCH BNDD 1 CT,ONIONS,GREEN,BUNCH,NO,EVERKRISP VEGETABLES INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
201305254912,CTL BR WHT PRL ONN WHL MLDD TRY 8 OZ,ONIONS,PEARL,WHOLE,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
507582876607,ONN DCD ORGN SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,ORGANIC,NOT APPLICABLE
077758610006,EART FRS YLW ONN ORGN CRTF ORGN PRO CRT ORGN SYST LTD WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,EARTH FRESH FARMS,48 OUNCE,ORGANIC,NOT APPLICABLE
088567761000,PR & SNS FRM WHT ONN SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,PERI & SONS FARMS INC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
005286701256,GRN ONN SLCD MLDD TRY 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,NO COMPANY LISTED,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
060580600239,GRN GNT FRS YLW ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,GROWERS EXPRESS LLC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567761110,PR & SNS FRM WHT ONN WHL MDM BAG IN SLV 48 OZ,ONIONS,WHITE,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500105,RL SWT VDL ONN WHL JMB SNGL VGTB BOX 16 OZ,ONIONS,SWEET,WHOLE,YES,SHUMAN PRODUCE INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
327582859585,SHLT DRD VGTB 16 OZ,ONIONS,DRIED,REMAINING FORM,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500129,SHMN PRD SWT ONN ORGN CRTF ORGN BY GCCP WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,SHUMAN PRODUCE INC,48 OUNCE,ORGANIC,NOT APPLICABLE
088567780612,PR & SNS FRM RED ONN CRTF ORGN BY ORGN CRTF INC ORGN WHL JMB BAG 1 CT,ONIONS,RED,WHOLE,NO,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
005192970038,ARW FRM CPLN ONN WHL BAG 8 OZ,ONIONS,SWEET,WHOLE,NO,ARROW FARMS INC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863722,MLTP VL SWT ONN WHL JMB SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007755400191,MRJN CPLN ONN WHL MLDD TRY 10 OZ,ONIONS,SWEET,WHOLE,NO,"MARJON SPECIALTY FOODS, INC.",10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068692471865,MLSS WHT BLR ONN WHL BAG 8 OZ,ONIONS,WHITE,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007582820229,UNDN ONN WHL BAG 32 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,MULTIPLE BRANDS,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
009143400016,STHR EXP YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PROGRESO PRODUCE INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
517582847546,SWT ONN SML SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
066242501454,C & C PRD WHT ONN WHL MDM MLDD TRY IN WRP 18 OZ,ONIONS,WHITE,WHOLE,NO,C & C PRODUCE,18 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085157300234,CRZL VLY PRD YLW ONN WHL MDM BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,CARZALIA VALLEY INC,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200048295940,CTL BR RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830179,MLTP VL WHT BLR ONN SNGL VGTB 24 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,24 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582801481,ONN DCD SNGL VGTB CUP 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002630360152,G & R FRM VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088804800040,FRSH ATT RED SHLT WHL TRY 12.3 OZ,ONIONS,SHALLOT,WHOLE,NO,VEG PRO INTERNATIONAL INC,12.3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804163,MLTP VL WL WL ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
327582835201,SCLN SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002620804166,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200019734528,CTL BR RED ONN WHL 32 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582870268,MLTP VL CBLT SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
517582864105,SHLT CUT PLD SNGL VGTB CUP 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002072826375,PCFC CST FRT YLW ONN ORGN CRTF ORGN BY CF WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PACIFIC COAST FRUIT CO.,48 OUNCE,ORGANIC,NOT APPLICABLE
007582811533,UNDN GRN ONN WHL BAG 1 CT,ONIONS,GREEN,WHOLE,NO,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
003338360500,PRDC ELC ID GRN ONN WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085443600204,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007582811623,UNDN WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,MULTIPLE BRANDS,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081925502112,RIO VLY YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,RIO VALLEY ONION,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201529879554,CTL BR ONN PC BAG 6 OZ,ONIONS,REMAINING ONIONS,PIECE,NO,PRIVATE LABEL,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201701862407,CTL BR SWT ONN WHL BAG 64 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,64 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338390403,PRDC ELC ID GRN ONN BNCH 1 CT,ONIONS,GREEN,BUNCH,NO,PRODUCE ELECTRONIC ID BOARD,1 COUNT,ORGANIC,NOT APPLICABLE
002630360154,G & R FRM VDL ONN WHL BAG 64 OZ,ONIONS,SWEET,WHOLE,NO,G & R FARMS,64 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071727704159,PLNT SWT YLW ONN WHL JMB BOX 640 OZ,ONIONS,YELLOW,WHOLE,NO,PLANTATION SWEETS,640 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200268623873,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
092972000005,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085083000213,VDLS SGR SWT BRN ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,COWART FARMS,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830346,MLTP VL YLW ONN JMB SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360006,PRDC ELC ID YLW BLR ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804164,MLTP VL M ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
317582804665,MLTP VL YLW ONN SML SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
084821800000,BJ SON GRN ONN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,BAJA SON GROWERS LLC,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
091434001251,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002630360153,VDL ONN WHL 1 CT,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
307582894093,MLTP VL YLW ONN ORGN LRG SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
003338360005,PRDC ELC ID YLW SPNS ONN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582875178,MLTP VL RED ONN MDM SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007357485010,SNR SUN GRN ONN ORGN CRTF ORGN BY CF BNCH BNDD 1 CT,ONIONS,GREEN,BUNCH,NO,TAYLOR FRESH FOODS INC,1 COUNT,ORGANIC,NOT APPLICABLE
317582893331,MLTP VL RED ONN ORGN SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
080836204428,FR CS RED ONN YLW ONN WHL BAG 80 OZ,ONIONS,MIXED ONIONS,WHOLE,NO,APPLE A DAY FRUITS INC,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085443600209,BIG RVR WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,TEX MEX SALES LLC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201841832450,CTL BR RED ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582849223,MLTP VL WHT ONN PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003022311316,TYLR FRM GRN ONN SLCD MLDD TRY 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,TAYLOR FRESH FOODS INC,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804068,MLTP VL GRN ONN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
064034401336,EAST CST FRS CTS RED ONN SLCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,EAST COAST FRESH CUTS,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071752430812,DEL MNT RED ONN DCD TUB 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,FRESH DEL MONTE PRODUCE INC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003307430130,MLTP VL RED ONN ORGN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
071631055132,GRDN SWT YLW ONN CRTF ORGN WHL TRY IN WRP 17 OZ,ONIONS,YELLOW,WHOLE,NO,PROCACCI BROTHERS SALES CORP.,17 OUNCE,ORGANIC,NOT APPLICABLE
003307450712,PRGR WHT ONN ORGN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,CHIQUITA BRANDS INTERNATIONAL,16 OUNCE,ORGANIC,NOT APPLICABLE
081925502099,MLTP VL RED ONN SNGL VGTB BAG 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338304669,PRDC ELC ID RED ONN WHL TRY IN WRP 16 OZ,ONIONS,RED,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
076347870201,ARMS PRD YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,ARMSTRONG PRODUCE LTD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064034402146,EAST CST FRS CTS ONN DCD TUB 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,EAST COAST FRESH CUTS,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894165,MLTP VL ONN ORGN SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
003064173961,RED ONN WHL 1 CT,ONIONS,RED,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
427582863890,MLTP VL YLW ONN WHL SNGL VGTB TRY 16 OZ,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500156,SHMN PRD VDL ONN WHL BAG ON CRD 96 OZ,ONIONS,SWEET,WHOLE,NO,SHUMAN PRODUCE INC,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001284271101,GRN ONN ORGN BNCH BAG 1 CT,ONIONS,GREEN,BUNCH,NO,NO COMPANY LISTED,1 COUNT,ORGANIC,NOT APPLICABLE
007582825590,SWT ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
